"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",45,0.400295607466469,1.45090921108165,0.0373267411448364,0.0933168528620909,0.0589369597023732,1504,"tags=24%, list=8%, signal=23%","Ftl1/Sbno2/Junb/Pdlim1/Ercc2/Atox1/Nqo1/Ndufa6/Gpx4/Pfkp/Prnp",0.321775918075361
"HALLMARK_COAGULATION","HALLMARK_COAGULATION",80,0.360540736456404,1.44635932879413,0.0300735603581232,0.0827541790666509,0.0522657973052532,1568,"tags=20%, list=8%, signal=18%","Fn1/Thbd/Mmp10/Sparc/Mmp3/Itgb3/Prss23/C1s1/Sirt2/Clu/Serpinc1/Gsn/Dusp6/Adam9/Prep/Serpine1",0.352487857583619
"HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP",128,0.336421520008125,1.44411458071384,0.0119878512293402,0.0499493801222508,0.0315469769193163,3289,"tags=27%, list=17%, signal=22%","Fos/Sqstm1/Grina/Tmbim6/Irf1/Cdc5l/Stip1/Olfm1/Junb/Alas1/Stard3/Cxcl1/H2-M3/Kcnh2/Asns/Il6/Tst/Aldoa/Ppt1/Hspa2/Tyro3/Cebpg/Slc6a8/Car2/Ccnd3/Rab27a/Eno2/E2f5/Ccne1/Cdc34/Mmp14/Cdo1/Hmox1/Btg2",0.380730400722792
"HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM",136,0.333535462057768,1.42108596466065,0.00988619646441388,0.0494309823220694,0.0312195677823596,3270,"tags=29%, list=17%, signal=24%","Pmm1/Blvrb/Tmbim6/Smox/Xdh/Ptgds/Alas1/Upp1/Pgrmc1/Pycr1/Shmt2/Nqo1/Sar1b/Gsto1/Slc12a4/Acox1/Slc46a3/Fetub/Serpine1/Arg1/Ppard/Ahcy/Bphl/Cyb5a/Acp1/Car2/Atp2a2/Aox1/Etfdh/Acox3/Tgfb2/Cbr1/Dhrs1/Cdo1/Psmb10/Adh7/Aldh2/Hmox1/Cat",0.380730400722792
"HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM",126,0.320492386725253,1.3804381010048,0.0314465880453274,0.0827541790666509,0.0522657973052532,4641,"tags=37%, list=24%, signal=28%","Eno3/Adsl/Serinc1/Idh3g/Inmt/Crat/Me1/Cpt2/Hsdl2/Hsd17b10/Dlst/Suclg1/Aldoa/Hsp90aa1/Sdhc/Acox1/Aldh3a2/Acsl1/Odc1/Acot2/Eci1/Ube2l6/Acsl4/Bphl/Cpox/Car2/Decr1/Idi1/Car6/Eno2/Etfdh/Hsd17b7/Hmgcl/Cbr1/Adh7/Apex1/Pdha1/Slc22a5/Hsd17b11/Aco2/Echs1/Dld/Hccs/Alad/Acaa2/Ptprg",0.321775918075361
"HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS",139,0.316243414110902,1.36864860107609,0.0214564105958456,0.0715213686528185,0.0451713907280959,3402,"tags=29%, list=17%, signal=25%","Sqstm1/Erbb3/Irf1/Ebp/Pmaip1/Ifitm3/Gadd45a/Clu/Nedd9/Gstm2/Lmna/Il6/Txnip/Il18/Igfbp6/Gpx4/Gsn/Ppt1/Smad7/Rock1/Ifngr1/Pdgfrb/H1f0/Psen1/Ank/Bgn/Sat1/Eno2/Ccnd2/Add1/Dpyd/Tgfb2/Cdkn1a/Casp4/Tspo/Dcn/Vdac2/Hmox1/Btg2/Ier3/App",0.352487857583619
"HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT",198,-0.284194111038024,-1.35637825907938,0.0110489504641988,0.0499493801222508,0.0315469769193163,3410,"tags=26%, list=17%, signal=21%","Numa1/Myc/Tpx2/G3bp1/Tmpo/Pttg1/Cdc6/Smc4/Tfdp1/Brca2/Casp8ap2/Fbxo5/Uck2/Cdc25b/Pole/Cenpa/Smc1a/Nasp/Ilf3/Polq/Pola2/Cdc27/Prim2/Kif22/Slc38a1/Tgfb1/Kif4/Tacc3/Cdk1/Hspa8/Kif2c/Sfpq/Cks1b/Exo1/Top2a/Smad3/Ss18/Suv39h1/Mad2l1/Incenp/H2az1/Aurkb/Smc2/Nolc1/Gspt1/H2ax/Efna5/Cdk4/Dkc1/Pbk/Ccna2",0.380730400722792
"HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT",136,0.312463622723176,1.33130572077525,0.0275664343937727,0.0810777482169785,0.0512069988738811,3686,"tags=28%, list=19%, signal=23%","Fn1/Msrb1/Irf1/Gnb4/Brpf3/Me1/C1s1/Dyrk2/Clu/Cxcl1/Prdm4/Fcer1g/Atox1/Il6/Serpinc1/Dusp6/Adam9/Prep/Ccl5/Serpine1/Cebpb/Gata3/Prcp/Pla2g4a/Zeb1/Irf2/Psen1/Car2/Col4a2/Cblb/Rnf4/Casp4/Mmp14/Ehd1/Ppp4c/Pik3ca/Sirt6/Raf1",0.352487857583619
"HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",195,-0.272986590263947,-1.30289033739482,0.0186855249844741,0.0667340178016932,0.0421478007168589,1961,"tags=18%, list=10%, signal=16%","Psmd1/Cbx3/Eif4g2/Cox5a/Tyms/Srm/Hspe1/Trim28/Mrpl9/Dek/Pole3/Hddc2/Cnbp/Srsf3/Snrpg/Nhp2/Gnl3/Pold2/Psmb2/Dhx15/Mad2l1/Ran/Pcbp1/Ddx21/H2az1/Psmd8/Nolc1/Gspt1/C1qbp/Cdk4/Eif3j1/Nop16/Rnps1/Lsm7/Ccna2",0.352487857583619
"HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS",168,-0.277891402551144,-1.29780428063806,0.0272357975871734,0.0810777482169785,0.0512069988738811,3212,"tags=26%, list=16%, signal=22%","B4galt1/Me2/Hk2/Mif/Idh1/Vegfa/Cenpa/Irs2/Nasp/Efna3/Got2/Gmppb/Plod2/Tpst1/Mertk/Ppp2cb/Galk1/Alg1/Pgam1/Med24/Cdk1/Pygb/Pkp2/B4galt7/Egfr/Ak3/Taldo1/Ak4/Fam162a/B3galt6/Tgfbi/Cited2/Arpp19/Mpi/Lhpp/Angptl4/Slc25a13/Gne/Ang/Mxi1/B3gat3/Chpf/Zfp292/Pgls",0.352487857583619
