"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.04987578878421e-44,0.425315204429284,1,0.998,1.18825610367511e-39,"0","Rpl39"
4.82278889001696e-34,1.16172524211593,0.866,0.42,9.4724396588823e-30,"0","Rhox5"
8.14527655096111e-28,2.38769362372604,0.488,0.167,1.59981376737427e-23,"0","Il1rl1"
3.26735443460283e-25,1.30578298524892,0.716,0.431,6.41741084500341e-21,"0","Itgb7"
9.66083671940403e-25,0.520350817008738,1,1,1.89748494005815e-20,"0","Fth1"
9.34970499082135e-22,2.44255631537232,0.527,0.24,1.83637555724722e-17,"0","Ifit3"
1.13947729106184e-21,1.05169879526538,0.835,0.675,2.23804734737457e-17,"0","Mfap5"
1.00952257717159e-19,1.93414781762616,0.655,0.424,1.98280329382272e-15,"0","Ccl7"
3.91793515711258e-16,0.289617751395583,1,1,7.69521644208481e-12,"0","Rps12"
4.82856625086121e-15,1.21430232474462,0.57,0.344,9.48378697331651e-11,"0","Grem1"
5.66123246316432e-15,1.84245023986398,0.351,0.142,1.1119226680901e-10,"0","Gm41724"
2.31072546489054e-14,0.394725452369997,0.994,0.975,4.53849588559152e-10,"0","Eif3e"
2.36701763222194e-14,0.533702900649586,0.97,0.956,4.6490593314471e-10,"0","Npc2"
2.92231629549879e-14,0.736786600523398,0.966,0.973,5.73972143598918e-10,"0","Plac8"
2.96087900212687e-14,2.05516341875392,0.515,0.302,5.81546244807739e-10,"0","Ifit1"
7.60775220280591e-14,2.3669928976657,0.25,0.075,1.49423861015311e-09,"0","Ptpn22"
1.90531495061503e-13,0.625577873425874,0.845,0.658,3.74222909450299e-09,"0","Dcn"
1.92112601200639e-13,0.426433551400238,0.997,0.989,3.77328360018176e-09,"0","Serpinb6a"
2.57016560871675e-13,0.862996422906785,0.787,0.696,5.04806227208056e-09,"0","Mgst2"
2.46118998805352e-12,0.364143607291836,1,1,4.83402325553592e-08,"0","Ctsl"
3.76695673159189e-12,0.293952677100297,1,0.996,7.39867971651964e-08,"0","Tspo"
3.95876920830573e-12,0.726971630995834,0.97,0.964,7.77541860203328e-08,"0","Ccl2"
2.94462390056646e-11,0.950381355958038,0.576,0.373,5.78353580310258e-07,"0","Angptl7"
3.40402401146338e-11,0.837763151263586,0.887,0.829,6.68584356091522e-07,"0","Isg15"
1.07470830498234e-10,0.854439841759196,0.695,0.535,2.11083458181582e-06,"0","Rtp4"
1.34309812110087e-10,0.478331048648164,0.988,0.967,2.63797901965421e-06,"0","Cdk2ap2"
1.64428092311593e-10,0.381433544095188,1,1,3.229532161092e-06,"0","Ifitm3"
5.92454416492653e-10,1.0945693203856,0.564,0.402,1.16363971943322e-05,"0","Phf11d"
8.47046770537552e-10,1.40224931760671,0.399,0.224,1.66368456201281e-05,"0","Zbp1"
8.89424403340911e-10,0.512581557725962,0.963,0.94,1.74691847060188e-05,"0","Cavin2"
9.27868609831316e-10,0.289660293393866,0.994,0.991,1.82242673656969e-05,"0","Cd81"
1.10140833914035e-09,0.369067863391992,1,1,2.16327611890556e-05,"0","Itm2b"
1.19688046368776e-09,1.04565867186158,0.601,0.44,2.35079291872912e-05,"0","Oasl2"
3.82441867041981e-09,1.17743629637365,0.375,0.209,7.51154071057156e-05,"0","As3mt"
4.07787664891092e-09,0.701689687894479,0.784,0.704,8.00935752612594e-05,"0","Gstp1"
4.21242772953884e-09,0.47611741863488,0.899,0.855,8.27362930358724e-05,"0","Blvrb"
4.72242604385428e-09,0.53883033586769,0.909,0.896,9.27531699273418e-05,"0","Col1a1"
4.85201268020898e-09,0.297358389673395,0.988,0.998,9.52983810519846e-05,"0","Timp2"
5.09959115937119e-09,2.41302068765202,0.381,0.216,0.00010016106996121,"0","Rsad2"
5.48620386552617e-09,0.750912751661276,0.747,0.671,0.0001077545301228,"0","Xaf1"
7.68061751551568e-09,0.520308666416061,0.942,0.958,0.000150855008622244,"0","Ly6a"
9.92558951909055e-09,0.51074691213788,0.854,0.802,0.000194948503744458,"0","Sdc2"
1.14383900157843e-08,0.868642406754476,0.524,0.387,0.00022466141830002,"0","Ptgs1"
1.25505646839222e-08,1.29182503297835,0.287,0.135,0.000246505640956917,"0","Xdh"
1.96371327664603e-08,0.432935112515577,0.893,0.871,0.000385692924666047,"0","Pdlim1"
3.26392591541485e-08,0.731551103843959,0.683,0.584,0.00064106768904663,"0","Klf2"
3.47504468857694e-08,1.00194103798158,0.601,0.458,0.000682533527283397,"0","Ifitm1"
3.81661983006812e-08,0.392368508067874,0.909,0.855,0.00074962230082368,"0","Ndufa1"
4.63580069005412e-08,1.17027156489331,0.436,0.285,0.000910517613533529,"0","Ramp3"
5.60880183100943e-08,1.12384167798029,0.405,0.264,0.00110162476762856,"0","Fam20a"
6.12221931290074e-08,0.333554675229208,0.988,0.984,0.00120246509524683,"0","Lgals3"
7.26966014194527e-08,0.390549038247399,0.954,0.942,0.00142783394847947,"0","Cuedc2"
7.44225486465513e-08,1.35499739821857,0.378,0.229,0.00146173327796691,"0","Ifi44"
9.93344523207872e-08,1.12538408453233,0.433,0.284,0.00195102797803258,"0","Trim30a"
1.25444432022038e-07,0.461805493696299,0.857,0.796,0.00246385408934485,"0","Prr13"
1.34339304204618e-07,0.250168628343206,0.997,0.998,0.00263855827388291,"0","Ly6e"
1.45106208616025e-07,0.2505451934959,0.985,0.989,0.00285003104342735,"0","Eif3f"
1.47270110257966e-07,0.3965297434585,0.915,0.891,0.00289253223557671,"0","Gm14541"
1.48789578321877e-07,0.325373426256675,0.936,0.933,0.00292237610781998,"0","Anapc11"
1.81053448207555e-07,0.27566076805631,0.997,0.993,0.00355607077624459,"0","Bgn"
1.99711081693139e-07,0.925267375388703,0.579,0.447,0.00392252535553494,"0","Crabp2"
2.80902063310146e-07,0.346950476735373,1,1,0.00551719742547459,"0","Ftl1"
6.59151028849908e-07,0.466837022640574,0.814,0.725,0.012946385357641,"0","Ifi35"
8.3912642539992e-07,0.456322801060084,0.887,0.878,0.0164812821212798,"0","Grina"
9.14701658422189e-07,0.378080524472209,0.997,0.996,0.0179656552730702,"0","Esd"
1.84609992585597e-06,0.457633822821065,0.845,0.793,0.0362592486437371,"0","Emc2"
2.13803073283801e-06,0.555216422242178,0.787,0.758,0.0419930616236714,"0","Aopep"
2.6115445753491e-06,0.768269594816393,0.442,0.302,0.0512933470044317,"0","Acot1"
3.12492972662118e-06,0.280575643438476,0.97,0.978,0.0613767447605666,"0","Rpl22l1"
3.19568553910039e-06,0.994312961380416,0.591,0.496,0.0627664596734708,"0","Ifi47"
4.35513995295243e-06,0.397184355227607,0.954,0.958,0.0855393038159387,"0","Prdx5"
4.44118165263086e-06,0.548646148029843,0.689,0.609,0.0872292488393227,"0","Serinc1"
4.83076699959574e-06,0.601472272169401,0.71,0.649,0.09488109463906,"0","Lamp2"
5.15888923618892e-06,0.652368900429351,0.54,0.427,0.101325743487987,"0","Zc2hc1a"
6.11091988073297e-06,0.988729754870114,0.39,0.269,0.120024577377476,"0","Snai2"
6.52357706987735e-06,0.429248380366408,0.921,0.898,0.128129577229461,"0","Gsn"
8.92170874086317e-06,0.861068557975102,0.485,0.391,0.175231281379294,"0","Fbn1"
1.01823692412973e-05,0.530114517411776,0.811,0.802,0.19999191426832,"0","Sat1"
1.04019076996461e-05,0.285621302766253,0.918,0.947,0.20430386912875,"0","Cenpw"
1.10691650977735e-05,1.50659553790822,0.399,0.295,0.21740947168537,"0","Oasl1"
1.15564847107519e-05,0.265424851869365,1,0.998,0.226980916203877,"0","B2m"
1.21015355640027e-05,0.337778809554035,1,0.996,0.237686260012578,"0","Cst3"
1.33265141738144e-05,0.745217151240838,0.756,0.673,0.261746064887889,"0","Gstm1"
1.44736334822923e-05,0.314359329960706,0.994,0.995,0.284276635225703,"0","S100a4"
1.49420482866975e-05,0.746263941255845,0.415,0.307,0.293476770399026,"0","Matn2"
1.67039306924065e-05,0.511386956067575,0.905,0.88,0.328081902729555,"0","Col3a1"
1.68137903110756e-05,1.18719025475324,0.25,0.144,0.330239655499836,"0","Sp140"
1.78237838679725e-05,0.529849991696822,0.826,0.8,0.350076938950849,"0","Cyb5a"
1.79987080404801e-05,0.966011522222004,0.448,0.331,0.35351262462307,"0","Irf7"
2.74205005441568e-05,0.608847580217234,0.53,0.425,0.538566051187783,"0","Galk2"
3.04434819919839e-05,0.255225941511536,0.991,0.985,0.597940429804555,"0","Lamp1"
3.05190785631895e-05,0.745347524237106,0.549,0.462,0.599425222059604,"0","Olfml2b"
3.13316750212839e-05,0.298555273436965,0.976,0.969,0.615385429093037,"0","Pcolce"
3.19096804346995e-05,0.280132098142326,1,0.989,0.626738033417933,"0","Gabarap"
3.40789244875381e-05,0.396186763289421,0.625,0.527,0.669344155859737,"0","Glrx"
3.91941585420508e-05,0.256257615125867,0.954,0.936,0.76981246792442,"0","Capns1"
4.06312258469032e-05,0.300598642705848,0.936,0.942,0.798037906859025,"0","Marchf5"
4.1074945104254e-05,0.295653141663155,0.988,0.991,0.806752996792652,"0","Ifitm2"
4.66905780368161e-05,0.441938988543795,0.802,0.771,0.917049643221104,"0","Grn"
5.75560625618189e-05,0.58057136963704,0.655,0.585,1,"0","Rnf213"
5.88683646692633e-05,0.56754559195778,0.744,0.702,1,"0","Fgf7"
6.70020992320421e-05,0.493480351197718,0.832,0.816,1,"0","Snhg18"
7.11720015071928e-05,1.48392862054301,0.317,0.22,1,"0","Gbp2"
7.88561421676974e-05,0.99142461661813,0.323,0.215,1,"0","Gm2619"
8.76441691200571e-05,0.456569216176983,0.93,0.933,1,"0","Igfbp6"
9.50268835462037e-05,0.412229770339059,0.671,0.585,1,"0","Apol9a"
0.000101520558560113,0.314139967197863,0.93,0.909,1,"0","Psmb10"
0.000106532602826229,0.635659968318611,0.378,0.262,1,"0","Akr1c12"
0.000112618638594989,1.09154061192092,0.341,0.245,1,"0","Parp14"
0.000119049467492609,0.300771490868868,0.838,0.8,1,"0","Tmem192"
0.000128091786457395,1.15112534535033,0.265,0.169,1,"0","Pdgfra"
0.000129189291967383,0.669823229662422,0.457,0.369,1,"0","Tcirg1"
0.000136348089145283,0.515720743884224,0.479,0.364,1,"0","Apol9b"
0.000142936207217906,0.273811346193286,0.976,0.978,1,"0","Dynlrb1"
0.000151003985233129,0.588104882806284,0.573,0.493,1,"0","Il6st"
0.000160023840253787,0.672405301208834,0.637,0.584,1,"0","Ly6c1"
0.000162419617827349,0.39574889468755,0.942,0.947,1,"0","Col1a2"
0.000162967760683293,1.16553628931133,0.253,0.164,1,"0","Herc6"
0.000192955814214386,0.339749284816084,0.866,0.853,1,"0","Ap3s1"
0.000195567441365675,1.24085957894137,0.311,0.227,1,"0","Slfn2"
0.000198514180616192,0.37983362199844,0.805,0.795,1,"0","Vegfb"
0.000225043143646748,0.375692256525424,0.72,0.653,1,"0","Wbp2"
0.000229512033572566,0.515829259794238,0.604,0.533,1,"0","Cp"
0.00024693568397536,0.581441860609477,0.515,0.425,1,"0","Rigi"
0.000258258054151211,0.302067262630739,0.851,0.824,1,"0","Mcrip1"
0.000259432577790406,0.441083260133513,0.787,0.785,1,"0","Lgals3bp"
0.000261981502879471,0.752583401148578,0.348,0.245,1,"0","Maged2"
0.000264763658546598,1.06707522102324,0.268,0.18,1,"0","Hlf"
0.000291819290286505,0.461191960952762,0.555,0.475,1,"0","Lpar1"
0.000307458861488002,0.403397189405612,0.674,0.613,1,"0","Retreg1"
0.000316837113382892,0.544118804325718,0.555,0.495,1,"0","Thra"
0.000327242741988841,0.734378232291079,0.393,0.293,1,"0","Fgfbp1"
0.000329251820091158,0.6834098942562,0.476,0.38,1,"0","Vcan"
0.000414815600539455,0.66827974331733,0.314,0.211,1,"0","Slfn8"
0.000422378037851177,1.01656338239942,0.277,0.189,1,"0","Adamts5"
0.000423163570144606,0.648285889502269,0.454,0.378,1,"0","Tmem223"
0.000436419236486219,0.452854896724945,0.884,0.891,1,"0","Cebpb"
0.000491934439050632,0.748056058197499,0.457,0.371,1,"0","Cdc42ep2"
0.000558185146243311,0.720590141295296,0.558,0.475,1,"0","Nqo1"
0.000586221558294548,0.656296241424252,0.549,0.513,1,"0","Pold4"
0.000588308407398097,0.920526356231205,0.29,0.205,1,"0","Gm46212"
0.000609058432631926,0.957623454562681,0.308,0.216,1,"0","Ypel3"
0.0007107531798754,0.386478876392631,0.777,0.744,1,"0","Bdnf"
0.000778311401334844,0.582299818099042,0.439,0.358,1,"0","H2-T23"
0.00077874479590084,0.266956405578406,0.841,0.833,1,"0","Cnpy2"
0.000802948348665138,0.54769903642776,0.47,0.391,1,"0","Tmem205"
0.000804378762342286,0.429551828169472,0.71,0.667,1,"0","Shisa5"
0.000829330422215535,0.813604692474948,0.405,0.336,1,"0","Smim36"
0.00091415663692834,0.292808302230792,0.808,0.811,1,"0","Lgals9"
0.000946907959518032,0.331886887614677,0.845,0.825,1,"0","Npdc1"
0.000983499635691734,0.350940587986874,0.659,0.622,1,"0","Glmp"
0.00100186542976248,0.952409816145534,0.259,0.182,1,"0","Gm20559"
0.00107217934721779,0.31283997453674,0.741,0.716,1,"0","Vat1"
0.00116028517832396,0.489037129326299,0.555,0.509,1,"0","Arid5b"
0.00119201516422053,1.06911227247348,0.308,0.231,1,"0","Gbp7"
0.00120868789897892,0.763735661296861,0.293,0.209,1,"0","Gpr137b"
0.00122723714624299,0.460627026004122,0.918,0.915,1,"0","Malat1"
0.00124552648436279,0.779495609705607,0.372,0.307,1,"0","Fbln5"
0.00147617849834047,0.404934270557389,0.71,0.689,1,"0","Aip"
0.00152938650697806,0.472799971131921,0.598,0.529,1,"0","Itgb2"
0.00153360870144868,0.378074487964401,0.598,0.525,1,"0","Pnrc1"
0.00157258684080963,0.466161181826446,0.585,0.544,1,"0","Litaf"
0.00159952798217767,0.301429263380228,0.988,1,1,"0","Spp1"
0.00161510803790383,0.430069225357912,0.466,0.387,1,"0","Chchd5"
0.00167227172630998,0.614242410909385,0.643,0.591,1,"0","Dkk2"
0.00173999310265439,0.302001193118482,0.765,0.744,1,"0","Aldh2"
0.00177034477061467,0.38065874087555,0.595,0.529,1,"0","Samhd1"
0.00184256772710576,0.867152275930889,0.317,0.244,1,"0","Ptx3"
0.00186168346747528,0.700935075540274,0.387,0.307,1,"0","Cebpd"
0.00186305196668271,0.379564889123348,0.686,0.604,1,"0","Frg1"
0.00219733098369894,0.553301173635974,0.476,0.409,1,"0","Casp1"
0.00223063834887254,0.453779344877037,0.619,0.569,1,"0","Filip1l"
0.00223554787186908,0.91772979309982,0.287,0.207,1,"0","Ddx60"
0.0023306311623428,0.482510907555052,0.439,0.365,1,"0","Rhog"
0.0023416588952457,1.21598775413328,0.305,0.229,1,"0","Ifit2"
0.00241371621658278,0.315798837625414,0.723,0.642,1,"0","Ccdc85b"
0.00250521517304033,0.634364081732548,0.421,0.369,1,"0","Mrc2"
0.0025387096730632,0.351040454655553,0.649,0.613,1,"0","Usp9x"
0.00264069924255213,0.262045957760259,0.732,0.693,1,"0","Syce2"
0.00266318491634763,0.440147622683566,0.701,0.669,1,"0","Snhg4"
0.00277187798083274,0.319361838507094,0.832,0.813,1,"0","Cited2"
0.00284776340802419,0.420961765774889,0.665,0.649,1,"0","Nfe2l2"
0.00293360215655447,0.444936487231172,0.561,0.489,1,"0","Dynlt3"
0.00298929889285665,0.846317824020799,0.314,0.238,1,"0","Rab3il1"
0.00301454735819605,0.425923184395741,0.643,0.607,1,"0","Rsrp1"
0.00304990027364721,0.462566043758903,0.585,0.545,1,"0","Limd2"
0.00308964126767579,0.558434182087041,0.412,0.335,1,"0","Fosl2"
0.00335894562378157,0.512366439138967,0.442,0.371,1,"0","Pigbos1"
0.00340226257563425,0.521933086506214,0.546,0.475,1,"0","Sgk1"
0.00342824308894607,0.540148110165534,0.405,0.335,1,"0","Gpsm3"
0.00353372529326623,0.311389716742164,0.668,0.656,1,"0","Osbpl9"
0.00356408421623549,0.480027367907477,0.485,0.442,1,"0","Ciao1"
0.00358215964672956,0.31313494893253,0.738,0.7,1,"0","Camk2d"
0.00365836597135067,0.320679140038206,0.674,0.6,1,"0","Mgst3"
0.00394947110418518,0.324890827451501,0.738,0.7,1,"0","1110038F14Rik"
0.00404812426477101,0.463758540703378,0.637,0.651,1,"0","Apbb1ip"
0.00410380207424932,0.554625506662773,0.348,0.269,1,"0","1110046J04Rik"
0.00433093444340905,0.656568749083709,0.326,0.264,1,"0","Gas7"
0.0044032894901236,0.642508852647449,0.323,0.247,1,"0","Cds2"
0.00473513664008524,0.713608735748329,0.646,0.585,1,"0","Ogn"
0.00475883950119201,0.653679553948701,0.351,0.305,1,"0","Pgpep1"
0.00477937348716375,0.315391875300097,0.771,0.771,1,"0","Tsg101"
0.00511845351108968,0.254088494474924,0.585,0.502,1,"0","C1qtnf12"
0.00523934651934203,0.261940512490714,0.723,0.695,1,"0","Ebp"
0.00525966874186622,0.251431240304038,0.976,0.98,1,"0","Mrpl33"
0.00543128587854169,0.29117347215143,0.744,0.74,1,"0","Ecscr"
0.00543987654841714,0.380916358834337,0.543,0.484,1,"0","Anapc2"
0.00592814594236488,0.33925442565015,0.671,0.635,1,"0","Rab9"
0.00596719180794319,0.316572382578915,0.753,0.758,1,"0","Rhob"
0.00631192068663397,0.285280323193863,0.79,0.771,1,"0","Col5a2"
0.00652199028834311,0.405262871114995,0.534,0.476,1,"0","Gcc2"
0.00662331550859863,0.671187019793843,0.445,0.382,1,"0","Mndal"
0.00696226220173306,0.689283587013792,0.296,0.225,1,"0","Gbp3"
0.00739131227997657,0.579976507937416,0.412,0.371,1,"0","Ppp1r15a"
0.00760856579850017,0.329961161291877,0.72,0.704,1,"0","Pet100"
0.00773683380858867,0.427781382208088,0.445,0.389,1,"0","Nanp"
0.00807460395948681,0.825226834475781,0.375,0.324,1,"0","Lsp1"
0.00824555544128364,0.487952254540911,0.518,0.484,1,"0","Stx4a"
0.00853763637916779,0.621976587959847,0.335,0.276,1,"0","Nat9"
0.00868968069485668,0.330886046246078,0.518,0.471,1,"0","Tradd"
0.00890669202836879,0.397748227054379,0.628,0.591,1,"0","Ext1"
0.00895762175090186,0.498701805583704,0.448,0.407,1,"0","Tbpl1"
0.00905231182270363,0.324316633366694,0.649,0.653,1,"0","Bbip1"
0.00911357142334733,0.736607560824658,0.329,0.28,1,"0","Ube2l6"
0.00980884992180616,0.507475362861149,0.305,0.24,1,"0","Parp10"
0.00999655875320998,0.363176430670544,0.561,0.513,1,"0","Lims1"
2.54954828994475e-50,0.482255823726097,1,1,5.00756779628048e-46,"1","Rpl32"
4.12742077967267e-43,4.93684635508182,0.307,0.009,8.10666715335509e-39,"1","Epb41l3"
9.39611449183018e-35,0.620140272306025,1,1,1.84549084734037e-30,"1","Tmsb10"
3.17207411905137e-30,0.572772654985801,1,0.991,6.2302707772288e-26,"1","Hnrnpf"
5.77205584329947e-30,0.585985003574792,1,1,1.13368948818245e-25,"1","Gapdh"
1.20550946579294e-27,0.306115997532459,1,1,2.36774114176391e-23,"1","Rplp0"
2.22450152715169e-25,0.387177186586114,1,1,4.36914344947863e-21,"1","Txn1"
2.61366703311725e-24,0.61855952160418,0.996,0.943,5.13350341974558e-20,"1","Mlf2"
1.62528140121851e-23,0.825792184478748,0.969,0.838,3.19221520013327e-19,"1","Emp1"
1.99662642310413e-23,0.500112709445959,1,0.994,3.92157395761883e-19,"1","Ybx3"
2.82905539626174e-22,0.43628790520288,1,0.998,5.55654770379769e-18,"1","Psma7"
3.31434479062973e-22,0.311331180958058,1,1,6.50970460327585e-18,"1","Rps2"
3.39813405854695e-22,0.697376490915698,0.947,0.873,6.67427510439207e-18,"1","Gng10"
4.62726083149757e-22,0.255254643536214,1,1,9.08840299914438e-18,"1","Rps20"
9.96307281165655e-21,0.372412845500951,1,0.998,1.95684713093746e-16,"1","Serbp1"
7.99090332995382e-20,0.348159866440748,1,0.998,1.56949332303623e-15,"1","Atp5mf"
1.03159357627218e-19,0.447566062351639,1,0.997,2.02615294315619e-15,"1","Hnrnpa2b1"
1.08859210777979e-19,2.31337439188024,0.289,0.061,2.13810375889028e-15,"1","Sema3d"
1.35134301669451e-19,0.252069248331352,1,1,2.6541728190897e-15,"1","Rpl13"
3.34297897422705e-19,0.432195604931346,1,0.992,6.56594500327934e-15,"1","Gnb2"
6.94516238139549e-19,0.865114649769149,0.853,0.62,1.36409934332989e-14,"1","Tmem248"
9.23994939906693e-19,1.07984917743969,0.898,0.735,1.81481846147074e-14,"1","Col6a1"
1.29640277813923e-18,0.336963574378696,1,1,2.54626469654325e-14,"1","Rpl12"
1.79274170520864e-18,0.302905155087536,1,0.997,3.52112398320028e-14,"1","Ybx1"
2.55380976494629e-18,0.779497889542875,0.893,0.706,5.01593775933101e-14,"1","Mrpl21"
7.69702904117503e-18,0.56735313313501,0.996,0.951,1.51177347397719e-13,"1","Stmn1"
3.04420699592461e-17,0.64599501353326,0.969,0.89,5.97912696069553e-13,"1","Nfib"
3.55343910637659e-17,1.7401190938402,0.413,0.15,6.97930974883427e-13,"1","H2bc11"
4.56851620147238e-17,0.572039866474503,0.978,0.908,8.97302267131191e-13,"1","Brk1"
7.63128352011683e-17,0.778323766569092,0.911,0.758,1.49886039618615e-12,"1","Cdca3"
8.70039503876283e-17,0.72279409693342,0.924,0.718,1.70884458956341e-12,"1","Tmed5"
1.34120451292868e-16,1.86163256634056,0.324,0.093,2.63425978384323e-12,"1","Col6a3"
4.03796391111108e-16,0.410179914439476,1,0.986,7.93096491781327e-12,"1","Pcbp1"
5.13323421095668e-16,0.708917368405093,0.933,0.734,1.008218531374e-11,"1","Tmf1"
7.23922601718762e-16,1.14597975706315,0.831,0.626,1.42185638203582e-11,"1","Col6a2"
1.15284007382496e-15,0.964064174398709,0.72,0.413,2.2642931889996e-11,"1","Meis2"
3.2786299068395e-15,0.587754282974602,0.973,0.841,6.43955700002346e-11,"1","Sod2"
7.28538730626942e-15,0.480807852096242,1,0.974,1.43092292082438e-10,"1","Ptms"
1.21775410656092e-14,0.297574380936659,1,0.997,2.39179084069631e-10,"1","Ran"
2.425633013956e-14,0.374687454995051,1,0.98,4.76418580271099e-10,"1","Mdh2"
2.79712876466039e-14,0.422399372350597,0.996,0.969,5.49384060666947e-10,"1","Abracl"
2.81147784652551e-14,0.29095667181479,1,0.998,5.52202363836076e-10,"1","Ndufa4"
4.91850406334801e-14,0.782889300069193,0.849,0.628,9.66043383082182e-10,"1","Resf1"
6.27008125780641e-14,0.387842690212493,1,0.995,1.23150665984576e-09,"1","Ndufa13"
1.11196280939689e-13,0.345387037881724,1,0.991,2.18400615393644e-09,"1","Hmgb1"
1.75546564816282e-13,0.277082612080562,0.996,0.998,3.4479100795566e-09,"1","Elob"
1.9890316578964e-13,0.517790854085719,0.969,0.89,3.90665707927433e-09,"1","Tmpo"
2.13995535626183e-13,0.696606835848336,0.849,0.623,4.20308631523386e-09,"1","Dusp11"
3.84447070893738e-13,0.656595324973731,0.916,0.769,7.55092491942391e-09,"1","Wnk1"
4.70313063680597e-13,0.254652118164097,1,1,9.23741888375061e-09,"1","Atp5f1b"
5.08174619364668e-13,0.839466897314947,0.764,0.478,9.98105769894145e-09,"1","Mad2l1"
7.99414335325052e-13,0.833427012066285,0.698,0.424,1.57012969601193e-08,"1","ENSMUSG00000133912"
8.38784693892804e-13,0.298172127777584,1,0.994,1.64745701727486e-08,"1","Snrpg"
9.08711173217386e-13,0.482219917320712,0.973,0.902,1.78479961531627e-08,"1","Ccdc34"
9.85063944712936e-13,0.376395219680745,0.991,0.982,1.93476409381068e-08,"1","Vcp"
1.35259193463127e-12,0.271204548466625,1,1,2.65662581880928e-08,"1","Tpt1"
1.52732958409612e-12,0.372151457446869,0.987,0.966,2.9998280361232e-08,"1","Aurkaip1"
1.94186883821222e-12,0.446332283729544,0.991,0.949,3.81402458513262e-08,"1","Tle5"
2.80387346055094e-12,0.748677701003779,0.764,0.516,5.50708786386809e-08,"1","Oip5os1"
2.9077013371677e-12,0.58069619579831,0.964,0.858,5.71101619633108e-08,"1","Tax1bp1"
2.96570527691917e-12,0.520939279385139,0.929,0.827,5.82494173439693e-08,"1","Cbx3"
3.87706318704628e-12,0.369604026814466,0.996,0.997,7.61493980567759e-08,"1","Psmd7"
4.33320786754823e-12,1.04244334599311,0.622,0.383,8.51085357265147e-08,"1","Sema3a"
4.41235342100222e-12,0.332184367173597,1,0.998,8.66630335419046e-08,"1","Arpc1b"
5.60339572327392e-12,1.0600806934194,0.524,0.282,1.10056295400823e-07,"1","Gpc4"
6.02945012952101e-12,0.36523262369463,1,0.989,1.18424429993922e-07,"1","Cox6a1"
6.13183466683675e-12,0.726679472551064,0.72,0.455,1.20435364691341e-07,"1","Hibadh"
7.47005960318525e-12,0.472683900344706,0.969,0.862,1.46719440666162e-07,"1","Psip1"
7.71959687783567e-12,0.457829531783137,0.987,0.933,1.5162060227757e-07,"1","Sf3b1"
8.29189447553998e-12,1.71001959034291,0.258,0.081,1.62861099394081e-07,"1","Arap1"
1.12147639421947e-11,0.397411026489165,0.996,0.971,2.20269178588647e-07,"1","Phb2"
1.26905722393511e-11,0.850556843693349,0.676,0.41,2.49255529353095e-07,"1","Arl4c"
1.63159585314512e-11,0.303326010980506,1,0.989,3.20461741516234e-07,"1","Tuba1b"
1.81127830261118e-11,0.413207900396287,0.978,0.945,3.55753171415861e-07,"1","Psmc2"
2.74886189027545e-11,0.401323130684482,0.973,0.966,5.39903963869001e-07,"1","Mrpl42"
2.80850154904139e-11,0.335910385698647,1,0.992,5.51617789247219e-07,"1","Cnbp"
2.95320415416987e-11,0.563901478458665,0.92,0.827,5.80038827920504e-07,"1","Pole4"
3.34853911631213e-11,0.272091194396911,0.996,1,6.57686567834865e-07,"1","Prdx1"
4.65218028148166e-11,0.376727557065761,0.991,0.966,9.13734729085812e-07,"1","Bzw1"
4.83552930414317e-11,0.495886683523244,0.947,0.884,9.4974631062676e-07,"1","Mrpl51"
6.09600775895134e-11,0.994117591058618,0.853,0.685,1.19731688393563e-06,"1","Dcn"
6.17746250131336e-11,0.334177840619958,1,0.988,1.21331540988296e-06,"1","Cct7"
6.29708120491836e-11,0.469232353103063,0.956,0.922,1.23680971945801e-06,"1","Nasp"
7.40563429719345e-11,0.513666308519902,0.933,0.894,1.45454063231177e-06,"1","Kcmf1"
7.82478629381874e-11,0.601209756847037,0.827,0.587,1.53686627596894e-06,"1","Gxylt2"
8.05190075753609e-11,0.499547373932369,0.933,0.845,1.58147382778766e-06,"1","Hmgn3"
9.78578301839024e-11,0.587671395237992,0.884,0.73,1.92202564264203e-06,"1","Chmp3"
1.20223157990962e-10,0.607989065544886,0.911,0.798,2.36130304610049e-06,"1","Smc1a"
1.30871960234704e-10,0.421810539843329,0.991,0.925,2.57045617096982e-06,"1","Capza2"
1.4128742470166e-10,0.73485591006179,0.702,0.453,2.7750263085653e-06,"1","Hmces"
2.00426102917364e-10,0.964767455614527,0.52,0.276,3.93656908739996e-06,"1","Ehbp1l1"
2.12310609266571e-10,0.603436412305586,0.876,0.708,4.16999267660471e-06,"1","Hspb8"
2.36767910000165e-10,0.565636624351472,0.871,0.674,4.65035852031324e-06,"1","Cops7a"
2.44649332706398e-10,0.918072357489232,0.542,0.286,4.80515754368636e-06,"1","Hoxa10"
2.62682648359307e-10,0.481415855288216,0.911,0.787,5.15934989642515e-06,"1","Gatad1"
3.62666618128139e-10,0.316029540069015,1,0.997,7.12313504665478e-06,"1","Clic1"
3.74110334059003e-10,0.647597960200815,0.791,0.59,7.34790107125288e-06,"1","Nsd2"
4.20318618766703e-10,0.349113147492707,1,0.998,8.25547799119682e-06,"1","Gas5"
4.53052003986823e-10,0.66834821681446,0.742,0.527,8.89839441030519e-06,"1","Mettl1"
