"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ccdc85b",104.041007385108,-0.584916276728907,0.202692845541465,-2.88572729425346,0.00390510367495379,0.308196907680177
"Tmed9",372.771850830239,0.25998057111081,0.09093433694832,2.85899232166352,0.00424989071419099,0.328957887011899
"Snhg8",329.284503217556,0.453813144821375,0.159415429445581,2.84673288150123,0.00441704084318616,0.329233136922672
"Rab18",138.638638405287,0.401965490313444,0.141165943123615,2.84746789076069,0.00440685395318077,0.329233136922672
"Hspe1",1044.56395720111,-0.173093229300618,0.0618604475001385,-2.79812442837938,0.00514003073798827,0.361545752621604
"Cp",81.1204778591164,0.599404218806501,0.214550786701309,2.79376378908819,0.00520985183901939,0.361545752621604
"Anxa5",1133.76447593304,-0.191226044254218,0.068365537306792,-2.79711169965778,0.0051561703914909,0.361545752621604
"Ppp2cb",79.9825381829585,-0.562382765335701,0.200589695546938,-2.80364733493552,0.00505281401965642,0.361545752621604
"Ifitm3",1742.25608361221,-0.184453577576616,0.0663269961573312,-2.78097288077215,0.00541962643167265,0.36972875233021
"Ehd1",144.535345807336,-0.424298711300799,0.153004927258663,-2.77310488559299,0.00555242215695666,0.372474986362509
"ENSMUSG00000129048",151.766675484223,0.374755217207772,0.135904910461205,2.75748106478277,0.00582485867750627,0.384345183228898
"Nfkb2",46.9982994210841,-0.756227319743132,0.274794576752506,-2.75197323280594,0.00592373625532238,0.384565135930203
"Bola1",139.926547132659,-0.46905797148998,0.171387707579707,-2.73682388377728,0.00620354945160735,0.396337881630469
"Fhl2",130.388567741846,-0.4574738230116,0.167984564860309,-2.72330867655622,0.00646316389114161,0.400218994797615
"Rps20",5984.25340008867,-0.107809207230972,0.039537146720184,-2.72678268854273,0.00639551436907126,0.400218994797615
"Mrto4",191.154040312886,-0.341243430528023,0.126225881664385,-2.70343471583218,0.00686269275680764,0.408497032208491
"4921524J17Rik",58.2371780730465,-0.69965599591548,0.258500445224235,-2.70659493568209,0.0067977143150777,0.408497032208491
"Gm56671",69.2228253245916,-0.651705174919776,0.241232106187623,-2.70156897943303,0.00690131632054097,0.408497032208491
"Snhg4",99.3915777952026,0.471951199014566,0.175965593766246,2.68206522032659,0.00731691932596456,0.426820294014599
"Mgst2",106.689427724224,0.426811494566725,0.159451879647244,2.67674169480449,0.00743419244377204,0.427466065516892
"Eif2a",112.769038107899,0.408979757081093,0.153563556008804,2.66326052685081,0.00773874726759552,0.438710672564394
"Rer1",277.24124167051,-0.311830110746717,0.117746355269058,-2.6483207062687,0.00808927453194294,0.44524832936894
"Arpp19",695.087261110486,-0.21395149705418,0.0809103532610235,-2.64430308892553,0.00818593201821157,0.44524832936894
"Mrpl57",298.485290347286,-0.296325579901849,0.111991066257437,-2.6459751639535,0.00814557967308454,0.44524832936894
"Snx5",172.537183842269,-0.347696245539613,0.132611047513888,-2.62192518691326,0.00874346220221106,0.459850164425965
"Nans",155.389408330536,-0.393146935149001,0.14995616855379,-2.62174566702121,0.008748068775103,0.459850164425965
"Brip1os",196.269654211012,-0.400744833560303,0.15296545386615,-2.61983881609615,0.00879713358032281,0.459850164425965
"Myh10",39.4262546583018,0.686567057502716,0.263406830149325,2.60648919814836,0.00914757091716964,0.472038114635998
"Zcrb1",365.528230314405,-0.251307087321863,0.0971032969684885,-2.58803866776445,0.00965241446325778,0.491784407779906
"Aprt",1015.7846933962,-0.175679215823765,0.0682601991902871,-2.57366983846662,0.0100626245821653,0.500025480780436
"Got1",102.694871538221,-0.460798350356137,0.178982656964881,-2.57454190350159,0.0100372927368932,0.500025480780436
"Cnbp",549.530499534227,-0.231320964849373,0.090628344060932,-2.55241301434184,0.0106979619056703,0.500440977961742
"Chd3",131.626689095675,0.399382662885133,0.156219655893284,2.55654552944321,0.0105717235429102,0.500440977961742
"Ifi27",396.40502192847,-0.253263236341715,0.0990300156484344,-2.55743912270824,0.0105446012863897,0.500440977961742
"Gas1",258.074866858037,0.308722518991146,0.121289851195532,2.54532853283373,0.0109174967578819,0.500440977961742
"Pbrm1",163.890009412652,-0.361386732470676,0.142022855186335,-2.54456743597031,0.0109413182759337,0.500440977961742
"Cenpm",52.6516872609336,-0.65227380582059,0.255413150857463,-2.55379882997724,0.010655479996626,0.500440977961742
"Psmg1",66.5864455216228,-0.570697294889432,0.224268504113582,-2.544705495518,0.0109369937333347,0.500440977961742
"Timm10",78.9263719692794,-0.533102239334011,0.21102494150107,-2.52625227872085,0.0115286661085565,0.509921770186155
"Bola3",249.836581378956,-0.28184482555454,0.111463191386541,-2.52859102676448,0.01145213855823,0.509921770186155
"Vps13a",52.1396356989315,-0.627940354484002,0.247893674848748,-2.53310357703615,0.0113057540257046,0.509921770186155
"Dpm1",41.0160185008048,0.657111704258237,0.26252494017927,2.50304486807812,0.0123129933332639,0.510666210257399
"Serp1",241.293365693695,-0.302100688407773,0.120967475592398,-2.49737118947332,0.012511791200727,0.510666210257399
"Pnrc1",61.9424005775489,0.514963727026038,0.204611706731038,2.51678525756572,0.0118430987220787,0.510666210257399
"Rpl22",2810.4422500008,-0.129613630017543,0.0517360898161911,-2.50528461810772,0.0122352891757279,0.510666210257399
"Mrpl20",307.647161519111,-0.283018609142325,0.113681074437271,-2.48958422097334,0.012789261308167,0.510666210257399
"Etnk1",39.8516943326539,0.690406854856801,0.276092220268419,2.50063856991545,0.0123969624216937,0.510666210257399
"Junb",168.162899492843,0.486618871112682,0.194869123082873,2.49715739165992,0.0125193376334161,0.510666210257399
"Aurkb",131.927424675004,-0.392116132912395,0.157347511738642,-2.49203898161229,0.0127012096846374,0.510666210257399
"Tkt",277.670550659758,0.283398516314359,0.112753857196861,2.51342635506973,0.0119564738576221,0.510666210257399
"Trim35",76.7619445375075,0.481184584477491,0.193332945821216,2.48889077044564,0.0128142328536639,0.510666210257399
"Mdp1",46.9296413233701,-0.631479326261638,0.254805897423718,-2.47827594512676,0.0132018998370901,0.520957322002821
"Plac8",572.074209797369,0.23640362474842,0.0959100446818281,2.46484740501023,0.0137071613053666,0.534488196308458
