"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ranbp2",45.4412115760885,0.460702451018079,0.288460134863278,1.59710960142357,0.110241278320701,0.957603285971194
"Col6a2",123.955495065509,-0.24810168211461,0.158805834437923,-1.56229576194565,0.118218329954087,0.957603285971194
"Dcn",359.425551228694,0.244711988976367,0.155325191842853,1.57548164642828,0.115145311613712,0.957603285971194
"Atxn7l3b",129.908133897897,-0.23996137913481,0.151777177256361,-1.58101094955469,0.113875534164033,0.957603285971194
"Cct2",659.25967663452,-0.116063624931212,0.0726583207037054,-1.59738931215476,0.110178953378311,0.957603285971194
"Mrps24",529.065838236088,-0.13002042151379,0.0817520064572034,-1.59042483662899,0.111739075627212,0.957603285971194
"Polr1f",129.306069460088,-0.255145205985681,0.160949501064058,-1.5852500585518,0.112909531045291,0.957603285971194
"Ogn",114.357377188272,-0.299813178587506,0.188642677978437,-1.58931786698753,0.111988646959648,0.957603285971194
"Srek1ip1",116.064498723944,0.25431117491209,0.160598906351526,1.58351747648544,0.113303566532208,0.957603285971194
"Kif2a",143.670623896071,0.239223567737141,0.151478254625984,1.57926012765205,0.114276403405769,0.957603285971194
"Zfp131",1229.02073346104,-0.262653618455008,0.167906328212449,-1.56428659509889,0.117750278735457,0.957603285971194
"Ecd",42.8823676045809,0.394695080119265,0.250645721678621,1.5747130151511,0.115322702244438,0.957603285971194
"Bnip3l",55.0748368211287,0.369532279413462,0.233693950685486,1.58126591779345,0.11381724896054,0.957603285971194
"Khdrbs3",156.719681825854,0.226257970217768,0.143051484229442,1.58165412569135,0.113728550567527,0.957603285971194
"Mapk1",84.7650134336453,0.294620447188029,0.188095806799904,1.56633181887699,0.117270955619872,0.957603285971194
"Tra2b",180.414366988737,0.207862044545547,0.132361430652534,1.57041249494509,0.116319177437865,0.957603285971194
"Cbr1",45.159636695466,0.387003515607188,0.247570608434035,1.5632046067791,0.118004476923323,0.957603285971194
"Dpy30",211.753867835132,-0.187480251129593,0.118912432778383,-1.57662446851962,0.114881959200558,0.957603285971194
"Ndufs8",153.252721846114,-0.21901970461459,0.139674374515218,-1.56807363823725,0.116863947925436,0.957603285971194
"Tmem134",179.972189737304,-0.222524143456162,0.141330800661588,-1.57449149381803,0.115373866513429,0.957603285971194
"Prdx5",270.525407955259,-0.173721317179063,0.111333467122747,-1.56036923728902,0.11867265015835,0.957603285971194
"Plgrkt",96.3398351774143,-0.289094115649459,0.182405535592293,-1.58489770998854,0.112989576925111,0.957603285971194
"Dynlt3",50.5055932086387,0.371245904625602,0.237848722302746,1.56084884977041,0.118559418384383,0.957603285971194
"Apoo",49.8561881113055,0.386626801985406,0.247810219991605,1.56017295008456,0.118719016074441,0.957603285971194
"Idnk",60.8133456860979,0.357174691836633,0.229242823676502,1.55806269574076,0.119218386662362,0.959708012632014
"Ncl",1508.17003146709,-0.0933719840999235,0.0600230082741392,-1.55560320591517,0.119802475918647,0.960567660503092
"Golt1b",46.7133907945815,-0.389884434555007,0.250472621760921,-1.55659501551094,0.119566667984916,0.960567660503092
"Tiprl",72.5142390215142,-0.32079267655934,0.207050841475916,-1.54934253960351,0.121299398755727,0.961601262098601
"Rsu1",75.1325841119832,-0.310759967590611,0.202386693718304,-1.53547627999274,0.124666879208297,0.961601262098601
"Edf1",429.057817536564,-0.147692906046898,0.0962015995697808,-1.53524376629276,0.124723961423353,0.961601262098601
"Rtf1",185.767152396186,-0.199026989107382,0.12904580876492,-1.54229719672606,0.123001389858477,0.961601262098601
"Lrrcc1",44.4504425037066,0.397445464784936,0.256228335005763,1.55113783483781,0.120868655904099,0.961601262098601
"Rpl22l1",628.058820428918,0.147301444478189,0.0964815339727357,1.52673199122036,0.12682766893399,0.961601262098601
"Cct3",644.982436792145,-0.123661264699605,0.0809858718923815,-1.5269486122707,0.126773790110712,0.961601262098601
"Scamp3",93.3763782876298,-0.277334343766731,0.178966245650783,-1.54964609531952,0.121226482798669,0.961601262098601
"Akap9",92.8879014367943,0.269456001324018,0.174034877193984,1.54828736439808,0.12155312526153,0.961601262098601
"Haus3",42.4521083941926,-0.409564378952368,0.268284752248149,-1.52660326582236,0.126859694453256,0.961601262098601
"Cct7",505.620005215625,-0.153908885066097,0.100070148108664,-1.53800996575893,0.124046178108761,0.961601262098601
"Uba3",51.8465898540633,-0.39077659450142,0.25382706402794,-1.53953872491077,0.123672831508615,0.961601262098601
"Rpl28",2419.01595369803,-0.0785594691080604,0.0509785190413174,-1.54103082210743,0.123309284683238,0.961601262098601
"Btbd1",63.1062079769662,-0.331821416926667,0.216287239932728,-1.53417010189724,0.124987810898598,0.961601262098601
"Tma16",77.4569791672942,0.308872170176458,0.19892573416043,1.55270091866223,0.120494602763599,0.961601262098601
"Jund",353.332323732094,0.2006012137898,0.129855614654489,1.54480200431492,0.12239416235303,0.961601262098601
"Cul5",70.8583571560899,0.308558376736724,0.202074675002103,1.52695223552142,0.126772889073338,0.961601262098601
"Exosc7",124.630976927192,-0.264460587130688,0.170466296620547,-1.55139515771478,0.120807014955048,0.961601262098601
"Ndufa12",152.108807457616,-0.235862017584609,0.154138481836613,-1.53019554088137,0.125968334797958,0.961601262098601
"Hectd1",194.685929305905,-0.185142783553527,0.120520809955822,-1.53618934042505,0.124491949602517,0.961601262098601
"Gdi2",339.018650223263,0.150194730785875,0.0974144788318226,1.54181116182095,0.123119488894116,0.961601262098601
"Zdhhc20",45.0742818515562,-0.39639491031311,0.25792486856297,-1.53686192619434,0.124327124850015,0.961601262098601
"Tpt1",3899.35165436446,0.0788539042362901,0.0512729992441427,1.53792259861409,0.124067541052072,0.961601262098601
"Obi1",42.3415941310235,0.37247693523735,0.243951565157554,1.52684790112656,0.126798837158433,0.961601262098601
"Cox6c",1281.92055682488,0.0884190255634729,0.0573919241051588,1.54061789950557,0.123409808931273,0.961601262098601
"Rpl3",2750.14314220053,0.0822773950775465,0.0538272389443914,1.52854570828994,0.12637710397914,0.961601262098601
"Arsa",39.8003323449623,-0.445823798034578,0.291425491815758,-1.52980370816851,0.126065323473646,0.961601262098601
"Mrpl28",199.902008504167,-0.207527315239052,0.134522508782059,-1.54269584412277,0.122904590709044,0.961601262098601
"Iws1",47.8247405321336,-0.415179660592974,0.269364308535677,-1.54133137701124,0.12323615608528,0.961601262098601
"Rras",85.807060776319,-0.299645692888718,0.196436977835273,-1.52540370041731,0.127158436362096,0.962053959318486
"Pafah1b2",95.4970720014427,-0.279730890952153,0.183661653280723,-1.52307727800201,0.127739372790769,0.964635976515654
"Aimp1",548.537515746903,0.121377276736428,0.0797901550871791,1.52120617642378,0.128208105990599,0.966362596651989
"Pik3r2",50.2787854694,0.358126336638075,0.235845114969552,1.51848104500409,0.128893174389381,0.967901169621752
"Rbmx2",38.8369158398084,-0.463831086990138,0.305441821586447,-1.5185578863465,0.128873818421845,0.967901169621752
"Cdc42ep3",42.1915846791617,-0.499626898179267,0.329267356234756,-1.51738970996885,0.129168320381078,0.968161060584431
"Prrx1",64.0836150263106,0.356047793694373,0.234801109052208,1.51638037457142,0.129423198625363,0.968268354028044
"Srsf9",184.777119196847,0.188502264317344,0.124519459864493,1.51383779308455,0.130066984646574,0.969480765189745
"Mat2a",212.930885884132,-0.189417255385349,0.125066596516839,-1.5145311430926,0.129891181250067,0.969480765189745
"Map2k3",96.8941874032182,0.260016167760008,0.171875956030901,1.51281292488206,0.130327184807127,0.969624618943964
"Wdr43",270.709648554143,-0.190670495891343,0.126123407316834,-1.51177723427944,0.130590542783378,0.969791392441137
"Ak2",202.109343607156,-0.2099287770897,0.139005666273814,-1.51021740852046,0.13098795804213,0.970951254363852
"Krcc1",85.7169855394272,-0.273779863551465,0.181467832106364,-1.5086963919368,0.131376388013272,0.972040370870256
"Cab39",41.7272066820834,-0.41429479985105,0.275372675367309,-1.50448768854222,0.132455840995257,0.972632282126819
"Zfp639",97.9838892699295,-0.300620847566748,0.199696138795717,-1.50539138803416,0.132223481884024,0.972632282126819
"Eef2",1123.71112533819,0.0959183794031836,0.0637892296002738,1.50367671790744,0.132664626804379,0.972632282126819
"Ppp2r5c",81.1961465350801,0.306853156619051,0.203741510212418,1.50609051782884,0.13204393844555,0.972632282126819
"Ska1",55.201803562597,-0.362831513927915,0.241202366387605,-1.50426183358772,0.132513962163449,0.972632282126819
"Rpl31",923.161042039149,-0.0962299061858078,0.0641192080779453,-1.50079686057301,0.133408110942351,0.976304811896295
"Ahctf1",51.027092898741,-0.372504653513205,0.248644801055613,-1.49813972354037,0.134096952272062,0.977790276983789
"H2-K1",791.541249783845,0.146739765309555,0.0978911205673193,1.49900996596154,0.133871046670036,0.977790276983789
"Ilkap",106.441763642936,-0.241830387902806,0.161654719386801,-1.49596862263058,0.134661832059061,0.979549686161226
"Fh1",73.6996371369586,-0.304259698636643,0.203809462446813,-1.49286345679874,0.135472932499337,0.979549686161226
"Khdrbs1",116.368891098453,-0.254101169355067,0.170479057394194,-1.49051251947925,0.136089527118928,0.979549686161226
"Lyar",297.112145690601,-0.154073613448075,0.103378478123979,-1.49038384240189,0.136123338475787,0.979549686161226
"Otud4",45.5211330310304,0.361131377085083,0.241778803563412,1.49364366008358,0.135268781463642,0.979549686161226
"Taf15",113.372195247991,0.245703243291638,0.164927154313314,1.48976828172802,0.136285173726779,0.979549686161226
"Nt5c",111.766883616059,-0.236763459645288,0.158741479784296,-1.4915034178024,0.135829374554566,0.979549686161226
"Slf1",55.0640866692317,0.334197595489395,0.224279743827747,1.49009263960131,0.13619987924868,0.979549686161226
"Ugcg",38.1565569786309,-0.438476980097885,0.29452269965557,-1.48877142784126,0.136547568609202,0.979686209718428
"Prpf4b",155.996934192999,0.203196124857662,0.136658035595551,1.48689481721394,0.137042593326922,0.979745005578795
"Trap1",41.0570737295122,0.387666570566436,0.260615238070748,1.48750538700734,0.136881381498766,0.979745005578795
"Knstrn",80.2556764382784,0.320009406473378,0.215682341217818,1.48370703260403,0.137886659768833,0.98008717899293
"Cycs",168.858026944414,-0.199630104203485,0.13460894127767,-1.48303747365258,0.138064454779874,0.98008717899293
"Hnrnpf",576.102406539393,-0.120805813594518,0.0814578635072177,-1.48304667460145,0.138062010358672,0.98008717899293
"Rtn4",461.584957796886,0.119925053532595,0.0807206257524849,1.48568042448436,0.137363670881015,0.98008717899293
"Mrpl15",181.150639136583,-0.173683190693416,0.130430984810436,-1.33160990040703,0.182988409923323,0.9823426571791
"Rrs1",64.1536497366908,-0.280470620964564,0.229225386199187,-1.22355828739164,0.221118903299407,0.9823426571791
"Sdhaf4",42.1620244054971,-0.369695322996744,0.26538750208478,-1.39303968759856,0.163607789617419,0.9823426571791
"Cox5b",594.960446883949,0.0980665293921537,0.0741200291974299,1.32307731734615,0.18580966702626,0.9823426571791
"Clk1",74.0967333436706,0.262083866659591,0.192723331761016,1.35989692718982,0.17386254352792,0.9823426571791
"Orc2",44.8444581429064,-0.387440826093917,0.264654986675286,-1.46394681982426,0.143208479360889,0.9823426571791
"Eef1b2",1752.27739954624,-0.0730894649542253,0.0526005878077683,-1.38951802632577,0.16467528328353,0.9823426571791
"Retreg2",38.2824175672052,0.352721589492982,0.276119740152634,1.27742257506835,0.201453098915085,0.9823426571791
"Chpf",39.1950442711013,-0.363301878849427,0.288878847615096,-1.25762713971184,0.208526633477307,0.9823426571791
"Hdlbp",334.764217235443,-0.124993968082027,0.101848016618508,-1.22725971729245,0.219724990819594,0.9823426571791
"Actr3",123.636948169698,-0.209369420606101,0.163970598372377,-1.27687172386005,0.201647538397053,0.9823426571791
"Arl8a",52.9765945714687,-0.293547586981768,0.239419906396712,-1.226078446858,0.220169155740037,0.9823426571791
"Timm17a",280.234765487673,-0.149825889463396,0.102855539463305,-1.45666329927566,0.145209345295755,0.9823426571791
"Ptgs2",51.3211393981663,0.374465970044015,0.291300225229063,1.28549838830215,0.198618179580473,0.9823426571791
"Lamc1",52.0612103332867,0.281366151083372,0.225751475564373,1.24635354156585,0.21263462936344,0.9823426571791
"Mrps14",296.914535545246,0.142075745146087,0.102959458855466,1.37991930732205,0.167611491212422,0.9823426571791
"H3f3a",981.407661006514,0.0803575970221717,0.0672894828601861,1.19420737991312,0.232396856997273,0.9823426571791
"Agpat2",88.583274598332,0.226591527417062,0.178470232984254,1.26963204803489,0.204215728090424,0.9823426571791
"Prrx2",98.3174781362572,0.239444581384527,0.178430986057551,1.34194506612936,0.179613808036027,0.9823426571791
"St6galnac4",42.9386243513548,-0.386126927465948,0.267935298775607,-1.44112003618204,0.149550773979514,0.9823426571791
"Rpl35",2403.38501216326,-0.0796460115971416,0.0639729521332887,-1.24499509466435,0.213133553362843,0.9823426571791
"Arpc5l",136.248427515473,-0.192431013258906,0.156898970214018,-1.22646447581154,0.220023935690094,0.9823426571791
"Ppp6c",46.5510836749973,-0.333269516355746,0.261021146252527,-1.27679125289459,0.201675954493601,0.9823426571791
"Rnd3",113.009195679676,-0.224718916333282,0.189039481868837,-1.18874064884076,0.234541739629588,0.9823426571791
"Nmi",98.9818386275145,0.242626726067892,0.183464246409854,1.32247416494367,0.186010306720447,0.9823426571791
"Arl6ip6",40.9240012586045,-0.318838053375858,0.2632522317934,-1.21115042863562,0.225837757259006,0.9823426571791
"Itga6",78.2261862973834,0.299781474309486,0.212890496995733,1.40814868930244,0.159087046171723,0.9823426571791
"Ola1",304.003125536535,-0.154947636145961,0.107282543122727,-1.44429495830191,0.148656023377833,0.9823426571791
"Hnrnpa3",197.879198206739,0.162290136631191,0.127130110736605,1.27656725610373,0.20175506814267,0.9823426571791
"Blvra",72.6908193257553,-0.286464410949216,0.203353669876721,-1.40870047303734,0.158923754998774,0.9823426571791
"Nop56",147.036787729919,-0.199359866238648,0.158836930951335,-1.25512288007962,0.209434155768924,0.9823426571791
"Gm14057",40.6787713220108,-0.333356333721009,0.263095488674943,-1.26705454129954,0.205135788461207,0.9823426571791
"Adissp",42.0987145895423,-0.353502338488429,0.26764465048371,-1.3207898527004,0.186571444093604,0.9823426571791
"Crls1",62.4870171889724,-0.325736492329972,0.224882458516591,-1.44847443628397,0.147484410356621,0.9823426571791
"Fkbp1a",390.542765171151,-0.115520699706916,0.0938710972855673,-1.23063118518247,0.218460836150299,0.9823426571791
"Bcl2l1",78.8005835913609,0.270653717855575,0.189185499596272,1.43062612321324,0.152537396449733,0.9823426571791
"Mapre1",199.749040161362,-0.161055392395378,0.133103805173342,-1.20999840827717,0.226279503664921,0.9823426571791
"Eif2s2",854.66772266843,-0.0915129170804944,0.0639630093083339,-1.43071625412988,0.152511552878748,0.9823426571791
"Ergic3",113.881414808292,0.199666226279181,0.158753712275487,1.2577105972344,0.208496438338441,0.9823426571791
"Romo1",435.107281363763,-0.134161912459277,0.0982866900398877,-1.36500590674923,0.172251193529063,0.9823426571791
"Samhd1",59.1059182722981,-0.31243066630923,0.239960699652399,-1.30200764859333,0.192913770971845,0.9823426571791
"Oser1",47.06599652788,-0.352022885249618,0.275860894818303,-1.27608839042402,0.201924275078307,0.9823426571791
"Sdc4",265.863031382881,-0.162083802592674,0.110997582575788,-1.4602462398855,0.144222411230119,0.9823426571791
"Pmepa1",133.006851799074,-0.201522341614187,0.159525929516985,-1.26325759219431,0.2064966213748,0.9823426571791
"Prelid3b",118.248156421555,-0.226559812135667,0.170425128914974,-1.32938031837252,0.183722527797503,0.9823426571791
"Dnajc5",51.7804492555087,-0.302157842255796,0.241595005878591,-1.2506791734248,0.211051551827928,0.9823426571791
"Fxr1",225.689620641058,0.165599440244063,0.12103697778011,1.36817229974885,0.171258150013666,0.9823426571791
"Hspa4l",123.985317760615,-0.277716702710305,0.187987964976183,-1.47731107544832,0.139592270498443,0.9823426571791
"Pcdh18",59.1236017062456,-0.316289537718949,0.253324333442814,-1.24855568914523,0.211827627815271,0.9823426571791
"Lhfpl6",184.102404367251,-0.190293904672213,0.139656515875333,-1.36258522188884,0.173013268902417,0.9823426571791
"Rfxap",72.7502698381492,-0.24426303080743,0.204159708267264,-1.19643113168867,0.23152835862501,0.9823426571791
"Pfn2",88.914230144642,0.23480083283695,0.194771706437763,1.20551817885304,0.228003324493313,0.9823426571791
"Lxn",142.155786307757,-0.231077313592706,0.165537647598719,-1.395920003363,0.16273858621596,0.9823426571791
"Fdps",448.029567644095,-0.177032226754299,0.125198106154499,-1.41401681057247,0.157356966721814,0.9823426571791
"Cks1b",653.619903346395,-0.115819519096814,0.0862413335839898,-1.34296994589049,0.179281705693108,0.9823426571791
"Ube2q1",130.570152807025,-0.215539954509914,0.151607094565854,-1.42170097730017,0.155113076301517,0.9823426571791
"Snapin",41.8617586294652,0.353354274065618,0.248383293689878,1.42261691121144,0.154847238895973,0.9823426571791
"S100a11",735.831406540362,0.106506253954031,0.0747850153302697,1.42416570329861,0.154398510430599,0.9823426571791
"Rnf115",63.9969625498588,-0.259760414121793,0.209879111393436,-1.23766682828598,0.21583962379407,0.9823426571791
"Atp1a1",91.9004444810046,0.254332081494178,0.175082265523224,1.45264330875615,0.146322814806271,0.9823426571791
"Sike1",70.6916194702678,-0.30257816751505,0.211430539977508,-1.43109962991741,0.15240166335175,0.9823426571791
"Wdr77",60.8373895087631,-0.287374152546846,0.22854354698124,-1.25741529937153,0.208603292071292,0.9823426571791
"Frrs1",50.4804761428258,-0.307446355600505,0.256473491092492,-1.19874515799229,0.230627053062892,0.9823426571791
"Zzz3",67.6751615397911,0.311519811432552,0.219062462618614,1.42205929627891,0.155009037836896,0.9823426571791
"Acadm",47.4444403346684,0.311637528743428,0.243270017515354,1.28103550090697,0.200181196869995,0.9823426571791
"Gm43362",49.8099502372672,0.307624224188999,0.256367606540151,1.19993406476189,0.230164948864031,0.9823426571791
"Ufl1",43.3055994849735,-0.321447857201975,0.258307066124809,-1.24444082008449,0.213337367289457,0.9823426571791
"Casp8ap2",57.1614908029373,0.267370361368796,0.218759261129262,1.22221276479266,0.221627177946698,0.9823426571791
"B4galt1",48.6404354419268,0.353770641369567,0.248654744597337,1.42273835129287,0.154812018554059,0.9823426571791
"Bag1",296.728828057055,-0.14877789795151,0.114480187185489,-1.29959516672041,0.193739757103384,0.9823426571791
"Hint2",57.2300850924989,0.283155228426123,0.235371527013752,1.20301394148486,0.228970925594211,0.9823426571791
"Tomm5",311.559479476368,-0.158186484548953,0.107491062920659,-1.47162452627075,0.14112229870988,0.9823426571791
"Ptgr1",59.1026475799778,0.252543594747484,0.213530578598207,1.18270458688115,0.236926245704005,0.9823426571791
"Gng10",193.400112050346,-0.205273883724312,0.147520935588551,-1.39148984451155,0.164076937072635,0.9823426571791
"Ptbp3",89.4647846059436,0.25404309213731,0.182954877679229,1.38855599456998,0.164967806558279,0.9823426571791
"Jak1",130.502275181497,-0.206880033727908,0.165927674850533,-1.24680848998978,0.212467726732149,0.9823426571791
"Prpf38a",74.4152338550144,-0.280699713590471,0.200151154333421,-1.40243864455994,0.160784300231218,0.9823426571791
"Cdkn2c",47.3889674058321,-0.371513460170803,0.257959752199735,-1.44019932180406,0.149811015050238,0.9823426571791
"Rps8",6261.4858475551,-0.0573843313188758,0.0413809808252725,-1.38673202457854,0.165523491535217,0.9823426571791
"Ppih",49.6364683070152,-0.34093462120258,0.242781879533368,-1.40428363870427,0.160234404368055,0.9823426571791
"Akirin1",65.5201898782361,-0.269125914492079,0.225419995796236,-1.19388660948849,0.232522326185412,0.9823426571791
"Mycbp",44.9904411735616,-0.364118106566721,0.267125080654222,-1.36309965981087,0.172851103991089,0.9823426571791
"Sf3a3",129.306140483635,0.187478192693101,0.149174875656104,1.2567678831206,0.208837698964723,0.9823426571791
"Meaf6",46.4789302901414,0.364221638212676,0.251350498838026,1.44905874424935,0.147321178025827,0.9823426571791
"Phc2",113.713049824116,0.195342868271891,0.165046314774172,1.18356395015043,0.236585717810507,0.9823426571791
"Marcksl1",99.4866836525009,0.230214973271596,0.161906202066551,1.42190336338671,0.155054306676744,0.9823426571791
"Pum1",79.8134327906257,0.25334130515615,0.184127523846287,1.37590133112117,0.168852183066901,0.9823426571791
"Ythdf2",96.8144420617144,-0.255983219364887,0.187135132061363,-1.36790572964647,0.171341586069028,0.9823426571791
"Snhg12",49.0997431539498,0.283141374797511,0.23695799879416,1.19490110584311,0.232125670787659,0.9823426571791
"Stmn1",386.361388668345,0.143518239833401,0.109648847757886,1.30888963056229,0.190571739626561,0.9823426571791
"Kif1b",82.7172823156189,0.257556442582552,0.181361759592025,1.4201254066013,0.155571174898107,0.9823426571791
"Eno1",792.859670949242,-0.110267978895723,0.0750722127814352,-1.46882547896592,0.141880131401154,0.9823426571791
"Park7",561.898902890074,-0.119330003341587,0.0888230330009796,-1.34345787697062,0.179123756879499,0.9823426571791
"Mxra8",105.628465389442,0.279825898728144,0.216474885592511,1.29264832713613,0.196132716983305,0.9823426571791
"Sema3a",46.7477498829366,-0.321441988361435,0.261888014383605,-1.22740244191014,0.219671369063579,0.9823426571791
"Abcf2",90.180146132198,-0.215353975976735,0.180894470841564,-1.19049507137978,0.23385186601178,0.9823426571791
"Gtf3c2",44.0409343605102,0.326100205358148,0.26910654033903,1.21178847956395,0.225593359357413,0.9823426571791
"Mrpl33",375.836344823833,-0.157471539166354,0.129803797955847,-1.21315047514956,0.225072294868848,0.9823426571791
"Fam53a",52.3050283381376,-0.377806205975005,0.255742465951906,-1.47729163621208,0.139597479001584,0.9823426571791
"Mfsd10",58.1132620526509,-0.312958335147164,0.237628482963234,-1.31700683034527,0.18783633505973,0.9823426571791
"Qdpr",84.9440498275048,0.244666177583238,0.185885838433788,1.31621741411134,0.188101080471556,0.9823426571791
"Ube2k",185.201030431584,-0.202400467488627,0.141591156067559,-1.42947111323855,0.15286887179686,0.9823426571791
"Rest",64.036394553147,0.306727391579247,0.22413529911943,1.36849212410674,0.171158085602182,0.9823426571791
"Ankrd17",96.2115579466858,0.231224301539497,0.168402921907702,1.37304209998344,0.169739259134148,0.9823426571791
"Cxcl10",850.414893557326,-0.689413662124791,0.558650490445256,-1.23406973396786,0.217176920393759,0.9823426571791
"Mir703",68.3832584246033,0.280262551476586,0.21703822971135,1.29130500119412,0.196597937122566,0.9823426571791
"Sec31a",77.8038098574261,0.250776808798963,0.191050053971203,1.31262359568222,0.189309814644118,0.9823426571791
"Sart3",39.7188583319684,0.355276471071339,0.263564844443007,1.34796608334524,0.1776692915789,0.9823426571791
"Ptpn11",80.8096946174097,-0.252542017821295,0.195066314369149,-1.29464699550009,0.195442032546455,0.9823426571791
"Diablo",38.1640092640154,-0.328348006419202,0.273730755314235,-1.19952909946954,0.230322276751269,0.9823426571791
"Ran",2165.59931071142,-0.0834605384109623,0.0579171243595756,-1.44103387959668,0.149575111607978,0.9823426571791
"Mrps17",173.561873962364,-0.201288426534096,0.15252926648545,-1.3196708485666,0.186944936995182,0.9823426571791
"Vkorc1l1",43.305932974598,-0.323882125893087,0.268821034767645,-1.20482434037587,0.228271121422269,0.9823426571791
"Eif4h",185.53410082068,0.175521020211511,0.127588574011475,1.37567977047635,0.168920797655427,0.9823426571791
"Znhit1",87.908783509591,-0.246243616457336,0.200035303201869,-1.23100079093957,0.21832256846314,0.9823426571791
"Cops6",213.420006060619,-0.160145650525775,0.124885617035762,-1.28233862575156,0.199723883798461,0.9823426571791
"Get4",88.8382666616537,-0.245655468897273,0.184379097308099,-1.33233903671184,0.182748805012575,0.9823426571791
"Cyth3",52.0919909248534,0.317008161692367,0.267476299199003,1.18518224845227,0.235945396999922,0.9823426571791
"Ndufa5",399.003479513845,-0.120657490932225,0.0958482385943409,-1.25883889679898,0.208088527761167,0.9823426571791
"Rbm28",133.33900745448,-0.191793095641926,0.15735611431742,-1.21884743070764,0.222902105376483,0.9823426571791
"Tmem176b",450.730780460061,-0.131827095418542,0.108533981701557,-1.21461585903147,0.224512637340233,0.9823426571791
"Hnrnpa2b1",674.345623862094,-0.127333875739712,0.09242648921488,-1.37767729599332,0.168302944166591,0.9823426571791
"Gng12",139.323659853923,-0.220117451114523,0.148838098383202,-1.478905290417,0.139165629210963,0.9823426571791
"Polr1a",49.1191508451476,-0.316944555821481,0.251133170208288,-1.26205771845515,0.206928018089553,0.9823426571791
"Usp39",56.1467573568889,0.285571914373069,0.215044864375603,1.32796435386748,0.184189883119789,0.9823426571791
"Mrpl53",139.761330974744,-0.185972851530145,0.145184991788512,-1.28093716326442,0.200215738060698,0.9823426571791
"Snrpg",810.636801114259,-0.0802514412735487,0.0666220983773733,-1.20457690808496,0.228366675641209,0.9823426571791
"Chchd6",52.2429585272221,-0.303532447269158,0.245965264981886,-1.23404598324691,0.217185769992642,0.9823426571791
"Lsm3",150.300801184771,-0.187954928940486,0.138229801505769,-1.35972798118098,0.173916020058809,0.9823426571791
"Mrps25",117.563017791755,-0.214295499408486,0.16676329973943,-1.28502793926077,0.198782520919285,0.9823426571791
"Mrpl51",179.563340421323,-0.173570675061497,0.130224129638425,-1.33286108759894,0.182577394341709,0.9823426571791
"Ccnd2",46.7546642472844,0.38669830197622,0.27388852611378,1.41188208014079,0.157984684975499,0.9823426571791
"Emp1",210.018746973744,-0.165935266837015,0.133083240011641,-1.24685322376056,0.212451320787146,0.9823426571791
"Strap",317.225121681297,0.140241708401187,0.108167057669163,1.29652882701245,0.194793355146994,0.9823426571791
"Cmas",57.078126888716,-0.288669870720626,0.239002856172938,-1.20780929292221,0.227120626134552,0.9823426571791
"Kras",115.461038874968,-0.216873920002745,0.165285692573469,-1.31211550513572,0.189481165185796,0.9823426571791
"Slc1a5",63.5158947977809,-0.317289993418956,0.228036460192658,-1.39140027498626,0.164104081292113,0.9823426571791
"Snrpd2",246.2126005419,-0.155248338270428,0.108513001704857,-1.43068881913971,0.152519419062118,0.9823426571791
"Pafah1b3",124.597565194651,0.23394480979285,0.161219511249467,1.45109489527511,0.146753437780904,0.9823426571791
"Psmc4",196.289329861445,-0.179951214908885,0.137716627650225,-1.30667747227972,0.191322272760986,0.9823426571791
"Tmem147",155.787708529508,-0.192494397346544,0.148107181092025,-1.29969658410378,0.193704981591522,0.9823426571791
"Lsm14a",44.5036607403726,-0.344527748936156,0.256490400886071,-1.34323837362315,0.179194799787953,0.9823426571791
"Mphosph10",98.4556779558017,-0.233010017966787,0.184182238206343,-1.26510580084134,0.205833403734886,0.9823426571791
"Snrpa1",276.845442129629,-0.154455016323758,0.109146037184833,-1.41512253039657,0.157032573363457,0.9823426571791
"Mef2a",49.4699503588197,-0.355629417745613,0.250882630170898,-1.41751311162261,0.15633296366353,0.9823426571791
"Picalm",46.4784021935653,-0.360942395721019,0.25365763123029,-1.42295106191119,0.154750342376064,0.9823426571791
"Tmem126a",134.856119077132,-0.18130888576604,0.148271019775333,-1.22282079155298,0.221397390689267,0.9823426571791
"Usp47",40.8060321192854,-0.375615669682815,0.265609382063344,-1.41416566977004,0.157313265218299,0.9823426571791
"1110004F10Rik",333.874894373302,0.1459967236728,0.101389646939406,1.43995691946784,0.149879587787878,0.9823426571791
"Uqcrc2",134.232669752842,0.199444182792179,0.151800845619196,1.31385422774588,0.188895264615861,0.9823426571791
"Rbbp6",88.681198596934,0.219250808675524,0.175384308542408,1.25011644711938,0.211257012509842,0.9823426571791
"Bola2",240.399698615935,-0.149765451686378,0.115700905296999,-1.2944190134203,0.195520726618366,0.9823426571791
"Zfp771",76.7867750002568,0.24410176529939,0.182528991142205,1.33733147688968,0.181114460716615,0.9823426571791
"Dctpp1",201.627898490431,-0.185178252214755,0.127542083824199,-1.451899221515,0.146529629056131,0.9823426571791
"Hras",212.741500584335,-0.160912020819455,0.133610093693601,-1.20434030372334,0.22845807493645,0.9823426571791
"Irf7",42.531395132274,-0.367750350557629,0.297052736638753,-1.23799684432751,0.215717230927799,0.9823426571791
"Cd81",555.041106146632,-0.0954994142031202,0.0791740710753577,-1.20619557521836,0.227742089639222,0.9823426571791
